coord,country,geoname,id,langs,name,stat,stations,zoom,latf,lngf,maxtf,mints,humidf,speedf,cloudf,sunrise,sunset,Daylight
"{'lon': 16.072611, 'lat': 51.50391}",PL,"{'cl': 'P', 'code': 'PPLA2', 'parent': 7533013}",3088435.0,"[{'csb': 'Polkowice'}, {'de': 'Polkowice'}, {'en': 'Polkowice'}, {'it': 'Polkowice'}, {'link': 'http://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%8C%D0%BA%D0%BE%D0%B2%D0%B8%D1%86%D0%B5'}, {'nl': 'Polkowice'}, {'pl': 'Polkowice'}, {'ro': 'Polkowice'}, {'ru': 'Ð\x9fÐ¾Ð»Ñ\x8cÐºÐ¾Ð²Ð¸Ñ\x86Ðµ'}]",Polkowice,"{'level': 1.0, 'population': 21565}","[{'id': 5375, 'dist': 72, 'kf': 1}, {'id': 9785, 'dist': 52, 'kf': 1}, {'id': 9983, 'dist': 59, 'kf': 1}, {'id': 10000, 'dist': 87, 'kf': 1}, {'id': 10459, 'dist': 97, 'kf': 1}, {'id': 27826, 'dist': 81, 'kf': 1}]",10.0,51.5,16.07,68.0,66.0,82,4.0,86,1563764663,1563821974,15.919722222222223
"{'lon': -75.442749, 'lat': 8.94616}",CO,"{'cl': 'P', 'code': 'PPL', 'parent': 3685889}",3670419.0,,Sahagun,"{'level': 1.0, 'population': 59188}","[{'id': 4262, 'dist': 45, 'kf': 1}]",10.0,8.95,-75.44,75.97,75.97,94,5.17,49,1563792665,1563837898,12.564722222222223
"{'lon': 74.633331, 'lat': 24.883329}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1258899}",1274040.0,,Chittaurgarh,"{'level': 1.0, 'population': 106710}",,8.0,24.88,74.62,96.31,96.31,40,7.02,64,1563755048,1563803484,13.454444444444444
"{'lon': 96.083588, 'lat': 21.97473}",MM,"{'cl': 'P', 'code': 'PPLA', 'parent': 1311871}",1311874.0,"[{'ca': 'Mandalay'}, {'da': 'Mandalay'}, {'de': 'Mandalay'}, {'en': 'Mandalay'}, {'es': 'Mandalay'}, {'et': 'Mandalay piirkond'}, {'fi': 'Mandalay'}, {'fr': 'Mandalay'}, {'it': 'Mandalay'}, {'ja': 'ã\x83\x9eã\x83³ã\x83\x80ã\x83¬ã\x83¼'}, {'ky': 'Ð\x9cÐ°Ð½Ð´Ð°Ð»Ð°Ð¹'}, {'link': 'http://en.wikipedia.org/wiki/Mandalay'}, {'nl': 'Mandalay'}, {'pl': 'Mandalaj'}, {'pt': 'Mandalay'}, {'ru': 'Ð\x9cÐ°Ð½Ð´Ð°Ð»Ð°Ð¹'}, {'zh': 'æ\x9b¼å¾·å\x8b\x92'}]",Mandalay,"{'level': 1.0, 'population': 1208099}","[{'id': 7863, 'dist': 32, 'kf': 1}]",6.0,21.98,96.08,89.6,89.6,62,11.41,75,1563750213,1563798017,13.278888888888888
"{'lon': 47.799999, 'lat': -18.91667}",MG,"{'cl': 'P', 'code': 'PPL', 'parent': 1062947}",1060673.0,[{'link': 'http://en.wikipedia.org/wiki/Manjakandriana'}],Manjakandriana,"{'level': 1.0, 'population': 31840}","[{'id': 6795, 'dist': 36, 'kf': 1}]",10.0,-18.92,47.81,57.2,57.2,76,9.17,75,1563765628,1563805773,11.151388888888889
"{'lon': -49.457218, 'lat': -21.99861}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3448433}",3453605.0,,Pirajui,"{'level': 1.0, 'population': 17503}","[{'id': 4464, 'dist': 56, 'kf': 1}]",10.0,-22.0,-49.46,66.2,61.0,68,6.93,0,1563789278,1563828814,10.982222222222223
"{'lon': 22.783331, 'lat': 46.133331}",RO,"{'cl': 'P', 'code': 'PPL', 'parent': 798549}",683974.0,,Brad,"{'level': 1.0, 'population': 15988}",,9.0,46.13,22.79,69.49,69.49,81,2.26,21,1563764326,1563819084,15.210555555555555
"{'lon': 80.066673, 'lat': 16.25}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1278629}",1261848.0,"[{'en': 'Narasaraopet'}, {'link': 'http://en.wikipedia.org/wiki/Narasaraopet'}]",Narasaraopet,"{'level': 1.0, 'population': 97194}",,9.0,16.24,80.05,92.71,92.71,50,5.55,92,1563754649,1563801276,12.951944444444445
"{'lon': 38.423611, 'lat': 40.28833}",TR,"{'cl': 'P', 'code': 'PPLA2', 'parent': 746878}",739914.0,"[{'en': 'Å\x9eebinkarahisar'}, {'link': 'http://en.wikipedia.org/wiki/%C5%9Eebinkarahisar'}, {'ota': 'Ù\x82Ø±Ù\x87 Ø\xadØµØ§Ø± Ø´Ø±Ù\x82Û\x8c'}, {'ru': 'Ð¨Ð\x95Ð\x91Ð\x98Ð\x9dÐ\x9aÐ\x90Ð\xa0Ð\x90Ð¥Ð\x98Ð¡Ð\x90Ð\xa0'}]",Sebinkarahisar,"{'level': 1.0, 'population': 47360}",,8.0,40.29,38.42,55.63,55.63,92,6.46,77,1563761660,1563814248,14.607777777777779
"{'lon': 14.55302, 'lat': 53.42894}",PL,"{'cl': 'P', 'code': 'PPLA', 'parent': 3337499}",3083829.0,,Szczecin,"{'level': 1.0, 'population': 407811}","[{'id': 5369, 'dist': 28, 'kf': 1}, {'id': 31104, 'dist': 1, 'kf': 1}]",6.0,53.43,14.55,63.0,60.8,87,5.82,20,1563764473,1563822893,16.227777777777778
"{'lon': -48.705002, 'lat': -18.59222}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3457153}",3445941.0,,Tupaciguara,"{'level': 1.0, 'population': 24398}","[{'id': 4596, 'dist': 59, 'kf': 1}]",9.0,-18.59,-48.7,60.8,60.8,67,6.93,0,1563788754,1563828973,11.171944444444444
"{'lon': -8.48333, 'lat': 42.683331}",ES,"{'cl': 'P', 'code': 'PPL', 'parent': 6360219}",3119746.0,"[{'es': 'La Estrada'}, {'link': 'http://en.wikipedia.org/wiki/A_Estrada'}, {'ru': 'Ð\xadÑ\x81Ñ\x82Ñ\x80Ð°Ð´Ð°'}]",A Estrada,"{'level': 1.0, 'population': 21880}","[{'id': 5500, 'dist': 24, 'kf': 1}, {'id': 10721, 'dist': 48, 'kf': 1}, {'id': 27852, 'dist': 35, 'kf': 1}, {'id': 28345, 'dist': 43, 'kf': 1}]",9.0,42.69,-8.49,68.0,55.99,100,1.12,40,1563772508,1563825917,14.835833333333333
"{'lon': 28.517179, 'lat': 38.35083}",TR,"{'cl': 'P', 'code': 'PPL', 'parent': 304825}",324172.0,"[{'de': 'AlaÅ\x9fehir'}, {'en': 'AlaÅ\x9fehir'}, {'fi': 'Filadelfeia'}, {'fr': 'AlaÅ\x9fehir'}, {'ja': 'ã\x82¢ã\x83©ã\x82·ã\x82§ã\x83\x92ã\x83«'}, {'link': 'http://en.wikipedia.org/wiki/Ala%C5%9Fehir'}, {'pl': 'AlaÅ\x9fehir'}, {'ru': 'Ð\x90Ð»Ð°Ñ\x88ÐµÑ\x85Ð¸Ñ\x80'}, {'sv': 'AlaÅ\x9fehir'}, {'tr': 'AlaÅ\x9fehir'}]",Alasehir,"{'level': 1.0, 'population': 40735}",,9.0,38.35,28.52,75.0,75.0,10,58.0,0,1563764351,1563816309,14.432777777777778
"{'lon': 139.730164, 'lat': 35.60902}",JP,"{'cl': 'P', 'code': 'PPL', 'parent': 1861060}",1852140.0,"[{'ja': 'å\x93\x81å·\x9då\x8cº'}, {'link': 'http://en.wikipedia.org/wiki/Shinagawa%2C_Tokyo'}]",Shinagawa-ku,"{'level': 1.0, 'population': 360000}","[{'id': 7612, 'dist': 33, 'kf': 1}, {'id': 7619, 'dist': 7, 'kf': 1}, {'id': 7622, 'dist': 37, 'kf': 1}, {'id': 9756, 'dist': 15, 'kf': 1}, {'id': 9794, 'dist': 17, 'kf': 1}, {'id': 9807, 'dist': 14, 'kf': 1}, {'id': 9994, 'dist': 34, 'kf': 1}, {'id': 10016, 'dist': 14, 'kf': 1}, {'id': 10047, 'dist': 31, 'kf': 1}, {'id': 10183, 'dist': 13, 'kf': 1}, {'id': 10334, 'dist': 43, 'kf': 1}, {'id': 10467, 'dist': 4, 'kf': 1}, {'id': 10484, 'dist': 33, 'kf': 1}, {'id': 10510, 'dist': 37, 'kf': 1}, {'id': 10538, 'dist': 21, 'kf': 1}, {'id': 10751, 'dist': 26, 'kf': 1}, {'id': 10754, 'dist': 24, 'kf': 1}, {'id': 10777, 'dist': 6, 'kf': 1}, {'id': 10833, 'dist': 30, 'kf': 1}, {'id': 35308, 'dist': 10, 'kf': 1}]",11.0,35.61,139.73,78.8,71.6,94,5.82,75,1563738058,1563789220,14.211666666666666
"{'lon': -75.926872, 'lat': 40.335651}",US,"{'cl': 'P', 'code': 'PPLA2', 'parent': 5180052}",5207728.0,"[{'bg': 'Ð\xa0ÐµÐ´Ð¸Ð½Ð³'}, {'de': 'Reading'}, {'en': 'Reading'}, {'link': 'http://en.wikipedia.org/wiki/Reading%2C_Pennsylvania'}, {'pdc': 'Reddin'}, {'pl': 'Reading'}, {'post': '19640'}, {'pt': 'Reading'}, {'ru': 'Ð\xa0ÐµÐ´Ð¸Ð½Ð³'}]",Reading,"{'level': 1.0, 'population': 88082}","[{'id': 2340, 'dist': 39, 'kf': 1}, {'id': 2368, 'dist': 6, 'kf': 1}, {'id': 8895, 'dist': 6, 'kf': 1}, {'id': 9306, 'dist': 37, 'kf': 1}, {'id': 10092, 'dist': 26, 'kf': 1}, {'id': 28612, 'dist': 28, 'kf': 1}, {'id': 28985, 'dist': 21, 'kf': 1}, {'id': 29601, 'dist': 32, 'kf': 1}, {'id': 29709, 'dist': 30, 'kf': 1}, {'id': 30018, 'dist': 18, 'kf': 1}, {'id': 31492, 'dist': 31, 'kf': 1}, {'id': 31666, 'dist': 7, 'kf': 1}, {'id': 31910, 'dist': 5, 'kf': 1}, {'id': 33377, 'dist': 26, 'kf': 1}, {'id': 33850, 'dist': 20, 'kf': 1}, {'id': 34070, 'dist': 7, 'kf': 1}, {'id': 34451, 'dist': 30, 'kf': 1}, {'id': 35374, 'dist': 36, 'kf': 1}, {'id': 35676, 'dist': 26, 'kf': 1}, {'id': 36173, 'dist': 30, 'kf': 1}]",9.0,40.34,-75.93,77.0,71.01,94,5.82,1,1563789113,1563841685,14.603333333333333
"{'lon': 43.166698, 'lat': 51.550201}",RU,"{'cl': 'P', 'code': 'PPL', 'parent': 498671}",579460.0,,Balashov,"{'level': 1.0, 'population': 98107}",,6.0,51.54,43.17,78.01,78.01,41,5.01,18,1563758142,1563815486,15.928888888888888
"{'lon': 10.39068, 'lat': 45.41518}",IT,"{'cl': 'P', 'code': 'PPLA3', 'parent': 6537174}",3172681.0,,Montichiari,"{'level': 1.0, 'population': 19101}","[{'id': 5820, 'dist': 25, 'kf': 1}, {'id': 5822, 'dist': 5, 'kf': 1}, {'id': 5830, 'dist': 39, 'kf': 1}, {'id': 27833, 'dist': 48, 'kf': 1}, {'id': 33233, 'dist': 35, 'kf': 1}, {'id': 35241, 'dist': 33, 'kf': 1}]",9.0,45.42,10.39,81.0,73.4,78,1.12,5,1563767451,1563821912,15.128055555555555
"{'lon': 39.449291, 'lat': 38.136131}",TR,"{'cl': 'P', 'code': 'PPL', 'parent': 316540}",318766.0,,Cermik,"{'level': 1.0, 'population': 20975}","[{'id': 6062, 'dist': 54, 'kf': 1}, {'id': 6064, 'dist': 71, 'kf': 1}]",9.0,38.14,39.45,81.0,80.6,42,8.05,0,1563761759,1563813655,14.415555555555555
"{'lon': 3.43333, 'lat': 7.55}",NG,"{'cl': 'P', 'code': 'PPL', 'parent': 2328926}",2325733.0,,Orita Eruwa,"{'level': 1.0, 'population': 71027}",,9.0,7.55,3.43,71.47,71.47,98,3.36,87,1563773862,1563818842,12.494444444444444
"{'lon': 121.65889, 'lat': 42.01556}",CN,"{'cl': 'P', 'code': 'PPL', 'parent': 2036115}",2037346.0,,Fuxin,"{'level': 1.0, 'population': 689050}",,6.0,42.02,121.65,107.47,107.47,20,12.71,63,1563741375,1563794581,14.779444444444444
"{'lon': 77.166672, 'lat': 31.1}",IN,"{'cl': 'P', 'code': 'PPLA', 'parent': 1270101}",1256237.0,,Shimla,"{'level': 1.0, 'population': 173503}",,9.0,31.1,77.17,75.2,75.2,78,4.7,40,1563753692,1563803616,13.867777777777778
"{'lon': -117.960899, 'lat': 34.085289}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 5368381}",5325866.0,"[{'de': 'Baldwin Park'}, {'en': 'Baldwin Park'}, {'fr': 'Baldwin Park'}, {'link': 'http://en.wikipedia.org/wiki/Baldwin_Park%2C_California'}, {'post': '91706'}]",Baldwin Park,"{'level': 1.0, 'population': 75390}","[{'id': 390, 'dist': 24, 'kf': 1}, {'id': 416, 'dist': 21, 'kf': 1}, {'id': 433, 'dist': 8, 'kf': 1}, {'id': 3094, 'dist': 16, 'kf': 1}, {'id': 28323, 'dist': 16, 'kf': 1}, {'id': 28671, 'dist': 21, 'kf': 1}, {'id': 28988, 'dist': 13, 'kf': 1}, {'id': 29083, 'dist': 7, 'kf': 1}, {'id': 29778, 'dist': 16, 'kf': 1}, {'id': 30329, 'dist': 6, 'kf': 1}, {'id': 30500, 'dist': 11, 'kf': 1}, {'id': 31553, 'dist': 9, 'kf': 1}, {'id': 31601, 'dist': 11, 'kf': 1}, {'id': 31877, 'dist': 13, 'kf': 1}, {'id': 33016, 'dist': 19, 'kf': 1}, {'id': 33404, 'dist': 7, 'kf': 1}, {'id': 33744, 'dist': 11, 'kf': 1}, {'id': 34107, 'dist': 20, 'kf': 1}, {'id': 34796, 'dist': 20, 'kf': 1}, {'id': 35070, 'dist': 16, 'kf': 1}]",12.0,34.09,-117.96,72.0,64.0,68,4.7,0,1563713707,1563764460,14.098055555555556
"{'lon': 74.547981, 'lat': 32.332981}",PK,"{'cl': 'P', 'code': 'PPL', 'parent': 1167710}",1173272.0,,Kot Ghulam Muhammad,"{'level': 1.0, 'population': 20897}","[{'id': 7153, 'dist': 19, 'kf': 1}]",11.0,32.33,74.56,93.2,93.2,63,4.7,40,1563754158,1563804402,13.956666666666667
"{'lon': 15.57801, 'lat': 52.444611}",PL,"{'cl': 'P', 'code': 'PPLA2', 'parent': 7533483}",3091969.0,"[{'de': 'MiÄ\x99dzyrzecz'}, {'en': 'MiÄ\x99dzyrzecz'}, {'fr': 'MiÄ\x99dzyrzecz'}, {'id': 'MiÄ\x99dzyrzecz'}, {'link': 'http://en.wikipedia.org/wiki/Mi%C4%99dzyrzecz'}, {'nl': 'MiÄ\x99dzyrzecz'}, {'pl': 'MiÄ\x99dzyrzecz'}, {'ro': 'MiÄ\x99dzyrzecz'}]",Miedzyrzecz,"{'level': 1.0, 'population': 18669}","[{'id': 10559, 'dist': 42, 'kf': 1}]",10.0,52.44,15.58,66.2,66.2,82,1.12,0,1563764518,1563822354,16.065555555555555
"{'lon': 16.842489, 'lat': 40.897831}",IT,"{'cl': 'P', 'code': 'PPLA3', 'parent': 6538937}",3183494.0,"[{'en': 'Acquaviva delle Fonti'}, {'eo': 'Acquaviva delle Fonti'}, {'fr': 'Acquaviva delle Fonti'}, {'gl': 'Acquaviva delle Fonti'}, {'it': 'Acquaviva delle Fonti'}, {'ja': 'ã\x82¢ã\x83\x83ã\x82¯ã\x82¢ã\x83´ã\x82£ã\x83¼ã\x83´ã\x82¡ã\x83»ã\x83\x87ã\x83\x83ã\x83¬ã\x83»ã\x83\x95ã\x82©ã\x83³ã\x83\x86ã\x82£'}, {'nap': 'Acquaviva delle Fonti'}, {'nl': 'Acquaviva delle Fonti'}, {'pl': 'Acquaviva delle Fonti'}, {'pt': 'Acquaviva delle Fonti'}]",Acquaviva delle Fonti,"{'level': 1.0, 'population': 21613}","[{'id': 5736, 'dist': 27, 'kf': 1}, {'id': 5945, 'dist': 37, 'kf': 1}, {'id': 29690, 'dist': 45, 'kf': 1}]",11.0,40.9,16.84,82.0,75.0,47,6.93,0,1563766740,1563819527,14.663055555555555
"{'lon': -87.937286, 'lat': 42.066422}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 4888671}",4903024.0,"[{'link': 'http://en.wikipedia.org/wiki/Mount_Prospect%2C_Illinois'}, {'post': '60056'}]",Mount Prospect,"{'level': 1.0, 'population': 54167}","[{'id': 962, 'dist': 9, 'kf': 1}, {'id': 996, 'dist': 5, 'kf': 1}, {'id': 8902, 'dist': 21, 'kf': 1}, {'id': 9216, 'dist': 12, 'kf': 1}, {'id': 9271, 'dist': 22, 'kf': 1}, {'id': 28263, 'dist': 13, 'kf': 1}, {'id': 28593, 'dist': 26, 'kf': 1}, {'id': 28618, 'dist': 20, 'kf': 1}, {'id': 29002, 'dist': 16, 'kf': 1}, {'id': 29688, 'dist': 18, 'kf': 1}, {'id': 30313, 'dist': 20, 'kf': 1}, {'id': 31737, 'dist': 20, 'kf': 1}, {'id': 32609, 'dist': 15, 'kf': 1}, {'id': 34424, 'dist': 22, 'kf': 1}, {'id': 34779, 'dist': 15, 'kf': 1}, {'id': 34943, 'dist': 21, 'kf': 1}, {'id': 35078, 'dist': 15, 'kf': 1}, {'id': 35092, 'dist': 22, 'kf': 1}, {'id': 35545, 'dist': 20, 'kf': 1}, {'id': 35625, 'dist': 21, 'kf': 1}]",12.0,42.07,-87.94,70.0,64.99,64,9.17,1,1563791700,1563844863,14.7675
"{'lon': -15.55694, 'lat': 12.70806}",SN,"{'cl': 'P', 'code': 'PPLA', 'parent': 7303937}",2245704.0,,Sedhiou,"{'level': 1.0, 'population': 19702}","[{'id': 6118, 'dist': 91, 'kf': 1}, {'id': 6159, 'dist': 79, 'kf': 1}]",9.0,12.71,-15.56,75.97,75.97,91,6.08,63,1563777941,1563823878,12.760277777777778
"{'lon': 44.526371, 'lat': 33.819962}",IQ,"{'cl': 'P', 'code': 'PPL', 'parent': 96965}",99169.0,"[{'ar': 'Ø®Ø§Ù\x84Øµ'}, {'ru': 'Ð\x90Ð»Ñ\x8c-Ð¥Ð°Ð»Ð¸Ñ\x81Ð°'}]",Khalis,"{'level': 1.0, 'population': 70046}","[{'id': 7158, 'dist': 67, 'kf': 1}, {'id': 8437, 'dist': 82, 'kf': 1}]",9.0,33.82,44.53,100.4,98.6,18,11.41,5,1563761169,1563811806,14.065833333333334
"{'lon': 59.047218, 'lat': 53.41861}",RU,"{'cl': 'P', 'code': 'PPL', 'parent': 1508290}",532288.0,,Magnitogorsk,"{'level': 1.0, 'population': 413351}","[{'id': 7307, 'dist': 19, 'kf': 1}]",6.0,53.42,58.98,73.4,73.4,46,13.42,40,1563753802,1563812237,16.231944444444444
"{'lon': 36.91399, 'lat': 38.247688}",TR,"{'cl': 'P', 'code': 'PPLA2', 'parent': 310858}",325304.0,,Afsin,"{'level': 1.0, 'population': 39613}","[{'id': 7827, 'dist': 79, 'kf': 1}]",10.0,38.25,36.91,57.25,57.25,76,9.19,93,1563762352,1563814281,14.424722222222222
"{'lon': 5.21413, 'lat': 52.370251}",NL,"{'cl': 'P', 'code': 'PPL', 'parent': 6544259}",2759879.0,,Almere Stad,"{'level': 1.0, 'population': 176432}","[{'id': 5204, 'dist': 31, 'kf': 1}, {'id': 27841, 'dist': 37, 'kf': 1}, {'id': 27892, 'dist': 22, 'kf': 1}, {'id': 29240, 'dist': 34, 'kf': 1}, {'id': 29264, 'dist': 31, 'kf': 1}, {'id': 29384, 'dist': 27, 'kf': 1}, {'id': 29835, 'dist': 22, 'kf': 1}, {'id': 29868, 'dist': 36, 'kf': 1}, {'id': 31466, 'dist': 46, 'kf': 1}, {'id': 31749, 'dist': 33, 'kf': 1}, {'id': 31823, 'dist': 23, 'kf': 1}, {'id': 32072, 'dist': 21, 'kf': 1}, {'id': 32202, 'dist': 38, 'kf': 1}, {'id': 32435, 'dist': 45, 'kf': 1}, {'id': 32478, 'dist': 37, 'kf': 1}, {'id': 33605, 'dist': 18, 'kf': 1}, {'id': 33864, 'dist': 40, 'kf': 1}, {'id': 34446, 'dist': 45, 'kf': 1}, {'id': 35232, 'dist': 33, 'kf': 1}, {'id': 35525, 'dist': 23, 'kf': 1}]",10.0,52.37,5.21,66.99,62.01,77,11.41,0,1563767029,1563824820,16.053055555555556
"{'lon': 89.51667, 'lat': 22.700001}",BD,"{'cl': 'P', 'code': 'PPL', 'parent': 1210997}",1191139.0,,Phultala,"{'level': 1.0, 'population': 37985}",,11.0,22.7,89.52,94.69,94.69,55,11.27,99,1563751710,1563799669,13.321944444444444
"{'lon': -114.312912, 'lat': 48.195789}",US,"{'cl': 'P', 'code': 'PPLA2', 'parent': 5652361}",5660340.0,"[{'link': 'http://en.wikipedia.org/wiki/Kalispell%2C_Montana'}, {'post': '59902'}]",Kalispell,"{'level': 1.0, 'population': 19927}","[{'id': 1737, 'dist': 13, 'kf': 1}, {'id': 27930, 'dist': 26, 'kf': 1}, {'id': 28771, 'dist': 11, 'kf': 1}, {'id': 29907, 'dist': 9, 'kf': 1}, {'id': 30721, 'dist': 15, 'kf': 1}, {'id': 32055, 'dist': 8, 'kf': 1}, {'id': 32820, 'dist': 8, 'kf': 1}, {'id': 34576, 'dist': 4, 'kf': 1}, {'id': 35279, 'dist': 0, 'kf': 1}]",7.0,48.2,-114.32,62.6,51.01,55,3.36,1,1563796806,1563852419,15.448055555555555
"{'lon': -64.86042, 'lat': -27.49983}",AR,"{'cl': 'P', 'code': 'PPL', 'parent': 3835868}",3834502.0,,Termas de Rio Hondo,"{'level': 1.0, 'population': 27838}","[{'id': 4712, 'dist': 77, 'kf': 1}]",8.0,-27.5,-64.86,60.67,60.67,65,7.2,10,1563793562,1563831922,10.655555555555555
"{'lon': -3.93333, 'lat': 38.98333}",ES,"{'cl': 'P', 'code': 'PPLA2', 'parent': 6357128}",2519402.0,,Ciudad Real,"{'level': 1.0, 'population': 74014}","[{'id': 27862, 'dist': 35, 'kf': 1}]",7.0,38.99,-3.93,73.99,69.8,43,6.93,0,1563772042,1563824194,14.486666666666666
"{'lon': 27.48333, 'lat': -21.48333}",BW,"{'cl': 'P', 'code': 'PPL', 'parent': 933851}",933000.0,[{'link': 'http://en.wikipedia.org/wiki/Tonota'}],Tonota,"{'level': 1.0, 'population': 17759}","[{'id': 6634, 'dist': 35, 'kf': 1}]",10.0,-21.44,27.46,53.6,53.6,66,11.41,20,1563770764,1563810405,11.011388888888888
"{'lon': 117.866669, 'lat': 31.6}",CN,"{'cl': 'P', 'code': 'PPL', 'parent': 1818058}",1815427.0,,Chaohu,"{'level': 1.0, 'population': 138463}","[{'id': 7447, 'dist': 94, 'kf': 1}, {'id': 7449, 'dist': 57, 'kf': 1}]",9.0,31.63,117.88,98.6,98.6,44,4.47,75,1563743849,1563793917,13.907777777777778
"{'lon': 27.46781, 'lat': 42.506062}",BG,"{'cl': 'P', 'code': 'PPLA', 'parent': 732769}",732770.0,,Burgas,"{'level': 1.0, 'population': 195966}","[{'id': 5439, 'dist': 8, 'kf': 1}]",8.0,42.49,27.45,75.0,73.4,64,3.36,0,1563763913,1563817260,14.81861111111111
"{'lon': 80.349998, 'lat': 15.81667}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1278629}",1274106.0,[{'link': 'http://en.wikipedia.org/wiki/Chirala'}],Chirala,"{'level': 1.0, 'population': 87001}",,9.0,15.82,80.35,91.09,91.09,55,3.04,100,1563754618,1563801163,12.929166666666667
"{'lon': -47.004719, 'lat': -21.467779}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3448433}",3457025.0,,Mococa,"{'level': 1.0, 'population': 59654}","[{'id': 4605, 'dist': 22, 'kf': 1}]",9.0,-21.46,-47.0,57.79,57.79,83,5.64,31,1563788632,1563828279,11.013055555555555
"{'lon': 78.416672, 'lat': 10.91667}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1255053}",1265723.0,[{'link': 'http://en.wikipedia.org/wiki/Kulithalai'}],Kulittalai,"{'level': 1.0, 'population': 26822}","[{'id': 7836, 'dist': 35, 'kf': 1}]",13.0,10.92,78.42,84.2,84.2,66,13.87,75,1563755550,1563801157,12.668611111111112
"{'lon': 76.86306, 'lat': 12.33083}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1267701}",1277255.0,[{'link': 'http://en.wikipedia.org/wiki/Bannur'}],Bannur,"{'level': 1.0, 'population': 25455}",,10.0,12.33,76.86,77.0,77.0,78,16.11,75,1563755792,1563801664,12.742222222222223
"{'lon': 7.2, 'lat': 53.599998}",DE,"{'cl': 'P', 'code': 'PPL', 'parent': 2862926}",2862118.0,,Norden,"{'level': 1.0, 'population': 25093}","[{'id': 4980, 'dist': 33, 'kf': 1}, {'id': 29448, 'dist': 38, 'kf': 1}, {'id': 29854, 'dist': 23, 'kf': 1}]",9.0,53.59,7.21,63.0,59.0,67,8.05,100,1563766187,1563824702,16.254166666666666
"{'lon': -0.6, 'lat': 51.700001}",GB,"{'cl': 'P', 'code': 'PPL', 'parent': 7290538}",2653235.0,[{'link': 'http://en.wikipedia.org/wiki/Chesham'}],Chesham,"{'level': 1.0, 'population': 20649}","[{'id': 5078, 'dist': 24, 'kf': 1}, {'id': 5093, 'dist': 26, 'kf': 1}, {'id': 5168, 'dist': 20, 'kf': 1}, {'id': 9513, 'dist': 11, 'kf': 1}, {'id': 10642, 'dist': 4, 'kf': 1}, {'id': 27779, 'dist': 28, 'kf': 1}, {'id': 28495, 'dist': 4, 'kf': 1}, {'id': 29618, 'dist': 15, 'kf': 1}, {'id': 29700, 'dist': 31, 'kf': 1}, {'id': 30654, 'dist': 42, 'kf': 1}, {'id': 31258, 'dist': 30, 'kf': 1}, {'id': 32399, 'dist': 25, 'kf': 1}, {'id': 33571, 'dist': 19, 'kf': 1}, {'id': 33589, 'dist': 13, 'kf': 1}, {'id': 33722, 'dist': 43, 'kf': 1}, {'id': 34769, 'dist': 34, 'kf': 1}, {'id': 35069, 'dist': 34, 'kf': 1}, {'id': 35143, 'dist': 30, 'kf': 1}, {'id': 35620, 'dist': 20, 'kf': 1}, {'id': 35861, 'dist': 33, 'kf': 1}]",12.0,51.71,-0.61,66.0,62.6,82,6.93,75,1563768612,1563826031,15.949722222222222
"{'lon': -90.53167, 'lat': 14.48139}",GT,"{'cl': 'P', 'code': 'PPL', 'parent': 3595530}",3587923.0,[{'link': 'http://en.wikipedia.org/wiki/Villa_Canales'}],Villa Canales,"{'level': 1.0, 'population': 122194}","[{'id': 4175, 'dist': 10, 'kf': 1}]",11.0,14.48,-90.53,66.2,66.2,88,9.17,40,1563795768,1563842038,12.852777777777778
"{'lon': 8.55183, 'lat': 45.92136}",IT,"{'cl': 'P', 'code': 'PPLA2', 'parent': 6542004}",6457398.0,,Verbania,"{'level': 1.0, 'population': 31070}","[{'id': 5792, 'dist': 35, 'kf': 1}, {'id': 6012, 'dist': 29, 'kf': 1}, {'id': 9673, 'dist': 39, 'kf': 1}, {'id': 10272, 'dist': 41, 'kf': 1}, {'id': 10313, 'dist': 35, 'kf': 1}, {'id': 29518, 'dist': 44, 'kf': 1}, {'id': 29936, 'dist': 19, 'kf': 1}, {'id': 32877, 'dist': 22, 'kf': 1}, {'id': 33359, 'dist': 39, 'kf': 1}, {'id': 33573, 'dist': 8, 'kf': 1}, {'id': 34521, 'dist': 32, 'kf': 1}, {'id': 35228, 'dist': 12, 'kf': 1}, {'id': 35504, 'dist': 46, 'kf': 1}, {'id': 36136, 'dist': 21, 'kf': 1}]",8.0,45.92,8.55,78.01,69.8,83,3.98,20,1563767790,1563822456,15.185
